,Kurtosis,Skewness,Image
16094,250.54915,15.88483,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2426.JPG
16095,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2427_flipLR.JPG
16097,250.6367,15.888923,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2429_flipLR.JPG
16100,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2431.JPG
16101,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2431_flipLR.JPG
16111,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2437.JPG
16112,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2437_flipLR.JPG
16117,250.58571,15.886457,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2440_flipLR.JPG
16137,250.95987,15.904018,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2453.JPG
16138,250.97052,15.904519,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2453_flipLR.JPG
16150,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2460.JPG
16151,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2460_flipLR.JPG
16155,250.815,15.897222,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2463.JPG
16197,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2490.JPG
16198,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2490_flipLR.JPG
16204,250.3453,15.875308,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2496.JPG
16205,250.14114,15.86578,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2496_flipLR.JPG
16258,250.15775,15.866655,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2532.JPG
16272,250.42697,15.879144,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2539.JPG
16273,250.19176,15.868136,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2539_flipLR.JPG
16284,250.93146,15.9026785,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2547.JPG
16285,250.89789,15.901096,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2547_flipLR.JPG
16288,250.01497,15.85945,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2549.JPG
16303,250.57693,15.886147,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2557.JPG
16304,250.55623,15.885131,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2557_flipLR.JPG
16315,250.77269,15.895301,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2565.JPG
16316,250.74673,15.894051,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2565_flipLR.JPG
16333,250.38448,15.876861,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2576.JPG
16334,250.17064,15.866798,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2576_flipLR.JPG
16335,250.82454,15.897705,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2577.JPG
16336,250.82454,15.897705,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2577_flipLR.JPG
16346,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2583.JPG
16347,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2583_flipLR.JPG
16351,250.37494,15.876608,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2586.JPG
16352,250.28725,15.872458,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2586_flipLR.JPG
16353,250.02628,15.860348,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2587.JPG
16354,250.02115,15.860072,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2587_flipLR.JPG
16357,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2589.JPG
16358,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2589_flipLR.JPG
16377,250.32324,15.874237,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2602.JPG
16378,250.03554,15.8607855,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2602_flipLR.JPG
16379,250.33214,15.874831,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2603.JPG
16392,250.33197,15.874823,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2612.JPG
16393,250.10356,15.864206,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2612_flipLR.JPG
16400,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2617.JPG
16401,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2617_flipLR.JPG
16405,250.97229,15.904601,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2620.JPG
16406,250.94803,15.903461,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2620_flipLR.JPG
16407,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2621.JPG
16408,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2621_flipLR.JPG
16418,250.54553,15.884567,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2629_flipLR.JPG
16429,250.23572,15.86989,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2638.JPG
16440,250.25432,15.87104,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2645_flipLR.JPG
16445,250.77286,15.895241,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2649.JPG
16446,250.25975,15.87143,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2650_flipLR.JPG
16454,250.96881,15.904442,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2655.JPG
16455,250.93642,15.902916,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2655_flipLR.JPG
16462,250.91965,15.902125,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2659.JPG
16463,250.88213,15.900366,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2659_flipLR.JPG
16467,250.61499,15.887893,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2662.JPG
16475,250.9715,15.904569,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2668.JPG
16476,250.56381,15.885586,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2668_flipLR.JPG
16481,250.20064,15.8681965,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2671.JPG
16482,250.08905,15.862971,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2671_flipLR.JPG
16483,250.34012,15.875157,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2672.JPG
16484,250.97588,15.904772,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2673.JPG
16485,250.96791,15.904396,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2673_flipLR.JPG
16492,250.95708,15.903887,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2677.JPG
16493,250.77258,15.895272,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2677_flipLR.JPG
16514,250.62645,15.888399,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2690.JPG
16515,250.79637,15.896303,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2690_flipLR.JPG
16522,250.46608,15.881015,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2695.JPG
16523,250.51077,15.882993,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2695_flipLR.JPG
16532,250.43419,15.879448,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2701.JPG
16533,250.44562,15.87989,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2701_flipLR.JPG
16534,250.57944,15.886252,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2702.JPG
16535,250.63033,15.888561,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2702_flipLR.JPG
16540,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2705.JPG
16543,250.1152,15.8642435,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2708.JPG
16544,250.16515,15.866556,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2708_flipLR.JPG
16546,250.90508,15.901447,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2710.JPG
16547,250.2949,15.873142,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2710_flipLR.JPG
16548,250.55458,15.885041,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2711.JPG
16558,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2718.JPG
16559,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2718_flipLR.JPG
16562,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2720.JPG
16563,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2720_flipLR.JPG
16564,250.90508,15.901447,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2721.JPG
16565,250.84172,15.898468,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2721_flipLR.JPG
16573,250.63379,15.888751,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2727.JPG
16574,250.73732,15.893538,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2727_flipLR.JPG
16575,250.29134,15.872936,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2728.JPG
16580,250.84775,15.898748,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2731.JPG
16581,250.84775,15.898748,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2731_flipLR.JPG
16586,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2734.JPG
16587,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2734_flipLR.JPG
16595,250.966,15.904306,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2740.JPG
16609,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2748.JPG
16610,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2748_flipLR.JPG
16612,250.4704,15.880905,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2750.JPG
16613,250.44356,15.879634,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2750_flipLR.JPG
16620,250.502,15.882434,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2755.JPG
16621,250.40924,15.878063,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2755_flipLR.JPG
16623,250.6245,15.888183,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2757.JPG
16624,250.47888,15.881382,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2757_flipLR.JPG
16625,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2758.JPG
16626,251.00389,15.906094,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2758_flipLR.JPG
16639,250.03189,15.860508,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2765_flipLR.JPG
16644,250.6296,15.888483,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Corn_(maize)___Common_rust_\RS_Rust 2769_flipLR.JPG
31520,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663_newPixel25.JPG
31568,250.25201,15.870871,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\072987c8-1a72-4385-9a62-1842024a9b2f___Rutg._HL 2394_newPixel25.JPG
31578,250.23604,15.870412,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\07c2bde2-5bde-4c55-ae2b-0286761adefb___Rutg._HL 3575_newPixel25.JPG
31631,250.54626,15.884562,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\0ccb71ac-bf4e-4722-a545-d70f47ec4591___Rutg._HL 3533_newPixel25.JPG
31654,250.712,15.892431,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\10cb4d5e-c22a-4b3b-8725-3a78368d257d___Rutg._HL 3538_newPixel25.JPG
31674,250.97234,15.904606,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\16fd01db-20d4-4778-a212-f0df9aeeb47b___Rutg._HL 3524_newPixel25.JPG
31748,250.79047,15.896087,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\24d4b0a7-a803-493d-a07d-9836f266bd82___Rutg._HL 3580_newPixel25.JPG
31762,250.55257,15.885025,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\27e7d635-3c5a-468c-99ce-13b062a3babf___Rutg._HL 3624_newPixel25.JPG
31798,250.63141,15.888674,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\2db06230-668d-497f-b53e-4d8f75552dab___Rutg._HL 2412_newPixel25.JPG
31802,250.72769,15.893164,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\2db4ac2a-c6e8-48e2-a2f3-4babea0167a8___Rutg._HL 3544_newPixel25.JPG
31808,250.7652,15.894905,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\2e0bf8e0-d3a2-4612-a1db-0ff3aba0ee42___Rutg._HL 3534_newPixel25.JPG
31835,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\30b5e155-096a-4a10-93e6-0c2bbf88e203___Rutg._HL 2438_newPixel25.JPG
31840,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\318a8776-e017-48f7-8fb3-0da59c29e0e0___Rutg._HL 2446_newPixel25.JPG
31850,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\33251245-654f-4363-bccc-8949987308b7___Rutg._HL 3552_newPixel25.JPG
31854,250.40518,15.878025,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\33324434-3bb4-406e-a0db-3dafcbdb5bfb___Rutg._HL 3601_newPixel25.JPG
31859,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\33dc75f5-c745-4e1e-935c-2c841e29f402___Rutg._HL 2493_newPixel25.JPG
31892,250.28235,15.872717,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\370b3158-f35d-4c1f-af3e-21c80f4d4adb___Rutg._HL 3673_newPixel25.JPG
31929,250.69875,15.891808,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\3c2f266c-1240-4695-9aef-85f5c20bb250___Rutg._HL 3604_newPixel25.JPG
31968,250.87595,15.900104,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\46053143-6404-4496-8d26-9f801d1c6f4f___Rutg._HL 3532_newPixel25.JPG
32011,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\4b69168f-5f00-4483-a183-3ba4b9b151ab___Rutg._HL 3727_newPixel25.JPG
32016,250.609,15.887657,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\4c00a061-3245-4e69-9a3f-a88a3241f141___Rutg._HL 2426_newPixel25.JPG
32040,250.99959,15.905892,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\4f82e4bd-5144-4da9-a725-27be98f75581___Rutg._HL 3698_newPixel25.JPG
32056,250.18295,15.867898,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\500b93fd-f11f-4170-8752-966068f57188___Rutg._HL 2502_newPixel25.JPG
32067,250.3342,15.874685,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Peach___healthy\518e3718-bc67-4fd5-afc5-696ddc96233d___Rutg._HL 3626_newPixel25.JPG
